Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
22-Nov-23,Wednesday,November,Q4,2023,EQ,402.50,402.60,399.10,400.65,400.50,400.25,400.78,443.75,352.00,2659291.00,65892.00
21-Nov-23,Tuesday,November,Q4,2023,EQ,402.60,402.60,400.05,400.20,400.55,400.65,401.10,443.75,352.00,2720124.00,72441.00
20-Nov-23,Monday,November,Q4,2023,EQ,393.20,401.10,393.20,395.40,400.15,400.20,399.28,443.75,352.00,4305248.00,85321.00
17-Nov-23,Friday,November,Q4,2023,EQ,398.00,399.00,394.50,397.10,394.90,395.40,396.56,443.75,352.00,3943464.00,84552.00
16-Nov-23,Thursday,November,Q4,2023,EQ,391.65,399.50,389.30,391.65,396.75,397.10,395.60,443.75,352.00,6921788.00,124565.00
15-Nov-23,Wednesday,November,Q4,2023,EQ,385.55,392.25,384.25,381.65,391.45,391.65,389.52,443.75,352.00,5396259.00,125802.00
13-Nov-23,Monday,November,Q4,2023,EQ,382.60,382.90,380.00,382.45,382.05,381.65,381.07,443.75,352.00,1792951.00,63717.00
12-Nov-23,Sunday,November,Q4,2023,EQ,383.40,383.40,381.45,379.30,383.00,382.45,382.46,443.75,352.00,1011662.00,39907.00
10-Nov-23,Friday,November,Q4,2023,EQ,380.30,381.80,377.00,380.85,379.75,379.30,378.54,443.75,352.00,5355350.00,95452.00
09-Nov-23,Thursday,November,Q4,2023,EQ,383.00,384.00,379.70,382.20,381.20,380.85,381.44,443.75,352.00,4615563.00,85875.00
08-Nov-23,Wednesday,November,Q4,2023,EQ,384.60,385.85,381.50,383.30,382.60,382.20,383.20,443.75,352.00,3551026.00,81593.00
07-Nov-23,Tuesday,November,Q4,2023,EQ,384.90,387.00,382.85,384.65,384.00,383.30,384.53,443.75,352.00,2846089.00,73620.00
06-Nov-23,Monday,November,Q4,2023,EQ,386.00,386.45,383.00,383.55,385.45,384.65,384.95,443.75,352.00,2469968.00,64533.00
03-Nov-23,Friday,November,Q4,2023,EQ,386.00,386.70,382.65,383.65,383.75,383.55,384.03,443.75,352.00,2645764.00,66538.00
02-Nov-23,Thursday,November,Q4,2023,EQ,383.80,385.15,382.10,380.95,384.00,383.65,383.61,443.75,352.00,2371365.00,76797.00
01-Nov-23,Wednesday,November,Q4,2023,EQ,383.85,385.55,380.15,381.80,381.00,380.95,382.86,443.75,352.00,2120976.00,63993.00
31-Oct-23,Tuesday,October,Q4,2023,EQ,383.20,384.10,379.15,382.00,382.90,381.80,381.65,443.75,352.00,3076768.00,81595.00
30-Oct-23,Monday,October,Q4,2023,EQ,384.00,384.35,380.40,382.35,382.70,382.00,382.15,443.75,352.00,2344372.00,85164.00
27-Oct-23,Friday,October,Q4,2023,EQ,379.05,384.35,379.05,378.25,382.90,382.35,382.23,443.75,352.00,3101406.00,102257.00
26-Oct-23,Thursday,October,Q4,2023,EQ,378.80,380.55,375.05,381.85,378.90,378.25,377.98,443.75,352.00,5497791.00,155825.00
25-Oct-23,Wednesday,October,Q4,2023,EQ,384.40,387.70,381.10,383.15,381.95,381.85,383.88,443.75,352.00,3339147.00,108480.00
23-Oct-23,Monday,October,Q4,2023,EQ,390.85,393.00,382.20,391.85,383.00,383.15,387.22,443.75,352.00,4418913.00,118406.00
20-Oct-23,Friday,October,Q4,2023,EQ,395.05,396.05,391.00,395.30,392.00,391.85,393.33,443.75,352.00,4214668.00,117931.00
19-Oct-23,Thursday,October,Q4,2023,EQ,391.95,396.75,390.10,407.45,395.05,395.30,394.25,443.75,352.00,12814551.00,224639.00
18-Oct-23,Wednesday,October,Q4,2023,EQ,409.00,413.65,407.00,411.40,407.50,407.45,409.96,443.75,352.00,2440533.00,78113.00
17-Oct-23,Tuesday,October,Q4,2023,EQ,411.70,413.85,411.05,410.20,411.10,411.40,412.20,443.75,352.00,2989694.00,70496.00
16-Oct-23,Monday,October,Q4,2023,EQ,411.00,411.90,408.15,411.05,410.10,410.20,410.00,443.75,352.00,2638826.00,65869.00
13-Oct-23,Friday,October,Q4,2023,EQ,411.90,414.40,409.05,417.10,411.00,411.05,410.98,443.75,352.00,5457027.00,98723.00
12-Oct-23,Thursday,October,Q4,2023,EQ,421.75,421.90,414.70,421.15,416.70,417.10,418.19,443.75,352.00,5117199.00,112919.00
11-Oct-23,Wednesday,October,Q4,2023,EQ,409.00,423.95,409.00,407.75,421.10,421.15,419.91,443.75,352.00,9546114.00,126117.00
10-Oct-23,Tuesday,October,Q4,2023,EQ,406.40,408.75,406.20,405.60,407.65,407.75,407.33,443.75,352.00,2564007.00,72323.00
09-Oct-23,Monday,October,Q4,2023,EQ,404.20,411.00,403.40,407.85,404.65,405.60,407.50,443.75,352.00,3015225.00,84648.00
06-Oct-23,Friday,October,Q4,2023,EQ,408.00,409.80,406.95,406.80,407.50,407.85,408.13,443.75,352.00,3182502.00,79780.00
05-Oct-23,Thursday,October,Q4,2023,EQ,407.95,410.40,405.00,404.90,407.00,406.80,407.32,443.75,352.00,4062652.00,98802.00
04-Oct-23,Wednesday,October,Q4,2023,EQ,402.70,405.45,400.65,405.45,405.45,404.90,402.85,443.75,352.00,3452935.00,88104.00
03-Oct-23,Tuesday,October,Q4,2023,EQ,406.45,408.10,403.60,406.05,405.75,405.45,405.49,443.75,352.00,2864052.00,75683.00
29-Sep-23,Friday,September,Q3,2023,EQ,405.00,409.25,401.50,405.35,406.50,406.05,405.07,443.75,352.00,6390136.00,118975.00
28-Sep-23,Thursday,September,Q3,2023,EQ,416.50,416.50,404.00,415.65,407.00,405.35,408.35,443.75,352.00,8438058.00,137144.00
27-Sep-23,Wednesday,September,Q3,2023,EQ,412.25,416.55,410.30,412.90,415.50,415.65,413.64,443.75,352.00,3886997.00,77532.00
26-Sep-23,Tuesday,September,Q3,2023,EQ,416.80,416.80,411.70,414.10,413.00,412.90,413.45,443.75,352.00,3240283.00,98745.00
25-Sep-23,Monday,September,Q3,2023,EQ,418.50,419.75,412.00,418.50,414.30,414.10,415.19,443.75,352.00,4650566.00,93474.00
